codigo_truper,clave,descripcion,descripcion_familia,presentacion,marca,precio_catalogo_publico,pagina_catalogo,confianza_extraccion,requiere_revision,elegible_para_maestro
49334,CE-293,"bote , universales universales","bote , universales universales",,,110,491,alta,False,True
49347,FLE-3,"Flotadores eléctricos, 10 A Interruptor de flotador, eléctrico, 18.6 A, ] =","Flotadores eléctricos, 10 A Interruptor de flotador, eléctrico, 18.6 A",] =,,255,525,alta,False,True
49349,RS-601,"Resumideros cuadrados metálicos, 190 g 4"" (100 mm) 1 1⁄v"" (32 mm) Cromo 4",Resumideros cuadrados metálicos,"190 g 4"" (100 mm) 1 1⁄v"" (32 mm) Cromo 4",,110,493,alta,False,True
49366,CE-218,"flexibles de plástico, con bote contra , para lavabo, 25 cm","flexibles de plástico, con bote contra , para lavabo",25 cm,,79,490,alta,False,True
49372,CODCO-12A,"Codos y tubos conduit pared gruesa HW Ö, i|t 32 cm 1.8 mm 240 g 10 60",Codos y tubos conduit pared gruesa HW Ö,i|t 32 cm 1.8 mm 240 g 10 60,,55,422,alta,False,True
49373,CODCO-34A,"Codos y tubos conduit pared gruesa HW Ö, k|v 37 cm 2 mm 370 g 10 60",Codos y tubos conduit pared gruesa HW Ö,k|v 37 cm 2 mm 370 g 10 60,,73,422,alta,False,True
49374,CODCO-1A,"Codos y tubos conduit pared gruesa HW Ö, [ 45 cm 2.2 mm 595 g 5 30",Codos y tubos conduit pared gruesa HW Ö,[ 45 cm 2.2 mm 595 g 5 30,,110,422,alta,False,True
49406,CBR-5P,,Conectores RJ45 »,,,22,424,media,True,False
49411,AQMM-42,"Maneral para monomando, Cromo",Maneral para monomando,Cromo,,87,459,alta,False,True
49412,R-506S,"y 3 (8 cm) con extensión tipo teléfono, Cabeza",y 3 (8 cm) con extensión tipo teléfono,Cabeza,,79,458,alta,False,True
49413,R-507S,"y 3 (8 cm) con extensión tipo teléfono, Cabeza",y 3 (8 cm) con extensión tipo teléfono,Cabeza,,96,458,alta,False,True
49427,RS-801,"Resumideros cuadrados de latón, 330 g 4"" (100 mm) 1 k⁄v"" (45 mm) Cromo 2",Resumideros cuadrados de latón,"330 g 4"" (100 mm) 1 k⁄v"" (45 mm) Cromo 2",,420,493,alta,False,True
49428,RS-701,"Resumideros cuadrados de acero inoxidable, 305 g 4"" (100 mm) 1 k⁄v"" (45 mm) Natural 4",Resumideros cuadrados de acero inoxidable,"305 g 4"" (100 mm) 1 k⁄v"" (45 mm) Natural 4",,220,493,alta,False,True
49435,,"Manerales metálicos para regadera », AQE-662",Manerales metálicos para regadera »,AQE-662,,,461,baja,True,False
49444,CBR-61G,"Bobinas de cable de red UTP calibre 23 AWG , CAT 6","Bobinas de cable de red UTP calibre 23 AWG , CAT 6",2,,,424,media,True,False
49465,MMO-F-398,para monomandos FP-078 y AQF-84,para monomandos FP-078 y AQF-84,,,118,461,alta,False,True
49469,CBR-6P,,Conectores RJ45 »,,,26,424,media,True,False
49475,ESRO-12X,"de esfera, alta presión 600 psi Válvulas de esfera, 200 y 300 psi, 1⁄2"" (13 mm)","de esfera, alta presión 600 psi Válvulas de esfera, 200 y 300 psi","1⁄2"" (13 mm)",,152,523,alta,False,True
49476,ESRO-34X,"de esfera, alta presión 600 psi Válvulas de esfera, 200 y 300 psi, 3⁄v"" (19 mm)","de esfera, alta presión 600 psi Válvulas de esfera, 200 y 300 psi","3⁄v"" (19 mm)",,240,523,alta,False,True
49477,ESRO-1X,"de esfera, alta presión 600 psi Válvulas de esfera, 200 y 300 psi, 1"" (25 mm)","de esfera, alta presión 600 psi Válvulas de esfera, 200 y 300 psi","1"" (25 mm)",,375,523,alta,False,True
49478,ESRO-1-14X,"de esfera, alta presión 600 psi Válvulas de esfera, 200 y 300 psi, 1 1⁄v"" (32 mm)","de esfera, alta presión 600 psi Válvulas de esfera, 200 y 300 psi","1 1⁄v"" (32 mm)",,530,523,alta,False,True
49479,ESRO-1-12X,"de esfera, alta presión 600 psi Válvulas de esfera, 200 y 300 psi, 1 1⁄2"" (38 mm)","de esfera, alta presión 600 psi Válvulas de esfera, 200 y 300 psi","1 1⁄2"" (38 mm)",,770,523,alta,False,True
49480,ESRO-2X,"de esfera, alta presión 600 psi Válvulas de esfera, 200 y 300 psi, 2"" (50 mm)","de esfera, alta presión 600 psi Válvulas de esfera, 200 y 300 psi","2"" (50 mm)",,1265,523,alta,False,True
49481,ESSO-12X,"de esfera, alta presión 600 psi Válvulas de esfera, 200 y 300 psi, 1⁄2"" (13 mm)","de esfera, alta presión 600 psi Válvulas de esfera, 200 y 300 psi","1⁄2"" (13 mm)",,125,523,alta,False,True
49482,ESSO-34X,"de esfera, alta presión 600 psi Válvulas de esfera, 200 y 300 psi, 3⁄v"" (19 mm)","de esfera, alta presión 600 psi Válvulas de esfera, 200 y 300 psi","3⁄v"" (19 mm)",,240,523,alta,False,True
49495,BCH-400,"Brazos de pared para regadera, R-516 Blanco",Brazos de pared para regadera,R-516 Blanco,,36,458,alta,False,True
49496,VAFLO-12C,Válvula de llenado para tinaco con flotador,Válvula de llenado para tinaco con flotador,,,200,524,alta,False,True
49499,EMP-701L,"Luminarios empotrables LED de cortesía, Cálida 85 lm Negro",Luminarios empotrables LED de cortesía,Cálida 85 lm Negro,,110,438,alta,False,True
49507,CE-236,"flexibles de plástico, 85 cm",flexibles de plástico,85 cm,,118,491,alta,False,True
49508,CE-234,"Céspol rígido de plástico con contra , para lavabo","Céspol rígido de plástico con contra , para lavabo",,,96,490,alta,False,True
49509,CE-232,"flexibles de plástico, 88 cm",flexibles de plástico,88 cm,,72,491,alta,False,True
49525,MUL-627N,,×8,270 Joules 5 × 3 × 29 cm Negro,,195,409,media,True,False
49533,MUL-10N,,×8,7 × 3 × 20 cm Negro,,170,409,media,True,False
49534,MUL-340UN,,× 2,4 × 3 × 20 cm Negro 6,,240,408,media,True,False
49538,RS-601M,"Resumideros cuadrados metálicos, 190 g 4"" (100 mm) 1 1⁄v"" (32 mm) Negro mate 4",Resumideros cuadrados metálicos,"190 g 4"" (100 mm) 1 1⁄v"" (32 mm) Negro mate 4",,145,493,alta,False,True
49539,RS-603M,"Resumideros cuadrados metálicos, 450 g 6"" (150 mm) 1 1⁄2"" (38 mm) Negro mate 4",Resumideros cuadrados metálicos,"450 g 6"" (150 mm) 1 1⁄2"" (38 mm) Negro mate 4",,365,493,alta,False,True
49543,MUL-4EN,,×4 ×3,3 × 3 × 19 cm Negro 36,,73,409,media,True,False
49552,SOB-311S,,"Luminarios de sobreponer, spots dirigibles, E8> 5@1@E",1 12 cm 15 cm,,130,439,media,True,False
49553,SOB-312S,,"Luminarios de sobreponer, spots dirigibles, E8> 5@1@E",2 32 cm 17 cm,,330,439,media,True,False
49554,SOB-313S,,"Luminarios de sobreponer, spots dirigibles, E8> 5@1@E",3 55 cm 17 cm,,515,439,media,True,False
49556,CTV-30W,,"Cámara WiFi robotizada para interiores , 3 MP",,,580,424,media,True,False
49557,CTV-31W,,"Cámara WiFi robotizada para exteriores , 3 MP",,,845,424,media,True,False
49558,CTV-20W,,"Cámara WiFi fija para interiores , 2 MP",,,430,424,media,True,False
49559,CTV-21W,,"Cámara WiFi para exteriores , tipo bala , 2 MP",,,705,424,media,True,False
49574,CTV-22A,"Cámaras CCTV alámbricas para exteriores, tipo bala, 2 MP 3.6 mmNo","Cámaras CCTV alámbricas para exteriores, tipo bala",2 MP 3.6 mmNo,,360,425,alta,False,True
49578,CTV-52A,"Cámaras CCTV alámbricas para exteriores, tipo bala, 5 MP 2.8 mmIntegrado","Cámaras CCTV alámbricas para exteriores, tipo bala",5 MP 2.8 mmIntegrado,,605,425,alta,False,True
49579,CTV-21A,"Cámaras CCTV alámbricas para exteriores, tipo domo, 2 MP 3.6 mmNo","Cámaras CCTV alámbricas para exteriores, tipo domo",2 MP 3.6 mmNo,,360,425,alta,False,True
49580,CTV-51A,"Cámaras CCTV alámbricas para exteriores, tipo domo, 5 MP 2.8 mmIntegrado","Cámaras CCTV alámbricas para exteriores, tipo domo",5 MP 2.8 mmIntegrado,,605,425,alta,False,True
49584,CTV-DVR-4A,"Adaptadores de corriente Videograbadores DVR, 5 MP, 4","Adaptadores de corriente Videograbadores DVR, 5 MP",4,,1240,425,alta,False,True
49585,CTV-DVR-8A,"Adaptadores de corriente Videograbadores DVR, 5 MP, 8","Adaptadores de corriente Videograbadores DVR, 5 MP",8,,1800,425,alta,False,True
49586,CTV-KIT-4A,,5 MP,2.8 mm,,5150,425,media,True,False
49588,CTV-KIT-8A,"Sistemas profesionales de vigilancia CCTV con DVR, 2.8 mm",Sistemas profesionales de vigilancia CCTV con DVR,2.8 mm,,6650,425,alta,False,True
49607,A-900,,,,,575,458,media,True,False
49608,A-905,Accesorios para baño,Accesorios para baño,,,215,458,alta,False,True
49609,A-906,Accesorios para baño,Accesorios para baño,,,79,458,alta,False,True
49610,A-907,,,,,96,458,media,True,False
49611,A-908,,,,,103,458,media,True,False
49612,A-917,"Accesorios para baño, ×",Accesorios para baño,×,,130,458,alta,False,True
49620,CB-24,,Candado rígido tipo “U” x2,7,,229,570,media,True,False
49622,CB-55,,Candados metálicos para freno de disco de motocicleta x2,Chico 5.5 mm 70 50 30 5,,240,570,media,True,False
49623,CB-100,,Candados metálicos para freno de disco de motocicleta x2,Grande 10 mm 90 55 30 5,,287,570,media,True,False
49628,AQMR-62N,Manerales metálicos para regadera »,Manerales metálicos para regadera »,,,715,461,alta,False,True
49629,AQMR-62M,Manerales metálicos para regadera »,Manerales metálicos para regadera »,,,700,461,alta,False,True
49662,ELA-75DI,"Accesorios para baño, acabado cromo, Rep. dispensador 4","Accesorios para baño, acabado cromo",Rep. dispensador 4,,103,474,alta,False,True
49663,ELA-75DIN,"Accesorios para baño, acabado níquel satinado, Rep. dispensador 4","Accesorios para baño, acabado níquel satinado",Rep. dispensador 4,,103,474,alta,False,True
49664,ELA-70,"Sistema de montaje de repuesto, 24",Sistema de montaje de repuesto,24,,14.50,474,alta,False,True
49665,ELA-75,"Accesorios para baño, acabado cromo, Dispensador 4","Accesorios para baño, acabado cromo",Dispensador 4,,230,474,alta,False,True
49666,ELA-75N,"Accesorios para baño, acabado níquel satinado, Dispensador 4","Accesorios para baño, acabado níquel satinado",Dispensador 4,,275,474,alta,False,True
49667,ELA-73,"Accesorios para baño, acabado cromo, 4","Accesorios para baño, acabado cromo",4,,130,474,alta,False,True
49668,ELA-71,,,4,,170,474,media,True,False
49669,ELA-74,,,4,,160,474,media,True,False
49670,ELA-77,"Accesorios para baño, acabado cromo, 4","Accesorios para baño, acabado cromo",4,,250,474,alta,False,True
49672,ELA-76,"Accesorios para baño, acabado cromo, 4","Accesorios para baño, acabado cromo",4,,355,474,alta,False,True
49673,ELA-73N,"Accesorios para baño, acabado níquel satinado, 4","Accesorios para baño, acabado níquel satinado",4,,160,474,alta,False,True
49674,ELA-71N,,,4,,180,474,media,True,False
49675,ELA-74N,,,4,,185,474,media,True,False
49676,ELA-77N,"Accesorios para baño, acabado níquel satinado, 4","Accesorios para baño, acabado níquel satinado",4,,280,474,alta,False,True
49678,ELA-76N,"Accesorios para baño, acabado níquel satinado, 4","Accesorios para baño, acabado níquel satinado",4,,380,474,alta,False,True
49679,ELA-78,"Accesorios para baño, acabado cromo, 1","Accesorios para baño, acabado cromo",1,,1515,474,alta,False,True
49680,ELA-78N,"Accesorios para baño, acabado níquel satinado, 1","Accesorios para baño, acabado níquel satinado",1,,1800,474,alta,False,True
49681,ELA-7000,Juego de 6 accesorios para baño acabado cromo,Juego de 6 accesorios para baño acabado cromo,,,1240,474,alta,False,True
49682,ELA-7000N,Juego de 6 accesorios para baño acabado níquel satinado,Juego de 6 accesorios para baño acabado níquel satinado,,,1390,474,alta,False,True
49683,ELA-79,"Sistema de montaje de repuesto, 24",Sistema de montaje de repuesto,24,,22,474,alta,False,True
49710,CODO-SB,"Contactos dúplex, Blanco Bolsa 127 V 15 A",Contactos dúplex,Blanco Bolsa 127 V 15 A,,24,391,alta,False,True
49711,PPAN-SB,"Placas ciegas, Policarbonato Blanco",Placas ciegas,Policarbonato Blanco,,11,390,alta,False,True
49712,PPDI-SB,"Placas ciegas, Policarbonato Blanco",Placas ciegas,Policarbonato Blanco,,11,390,alta,False,True
49717,SOB-401S,,"Luminarios de sobreponer, spot dirigible, E8> 5@1@",Redondo,,215,439,media,True,False
49719,SOB-403S,,"Luminarios de sobreponer, spot dirigible, E8> 5@1@",Cuadrado,,225,439,media,True,False
49740,CS-75DQBDerecha,,"x3 instala-fácil , llave de puntos",,,280,572,baja,True,False
49745,TAE-8X45AG,"Taquetes expansivos con armella abierta, m|sx"" 50 mm 3⁄8"" 143 kg 100 1 8",Taquetes expansivos con armella abierta,"m|sx"" 50 mm 3⁄8"" 143 kg 100 1 8",,720,556,alta,False,True
49746,TAE-10X60AG,"Taquetes expansivos con armella abierta, k|z"" 65 mm o⁄sx"" 183 kg 50 1 8",Taquetes expansivos con armella abierta,"k|z"" 65 mm o⁄sx"" 183 kg 50 1 8",,625,556,alta,False,True
49747,TAE-12X70AG,"Taquetes expansivos con armella abierta, i|t"" 75 mm 1⁄2"" 296 kg 25 1 8",Taquetes expansivos con armella abierta,"i|t"" 75 mm 1⁄2"" 296 kg 25 1 8",,515,556,alta,False,True
49748,TAE-16X80AG,"Taquetes expansivos con armella abierta, m|z"" 90 mm 3⁄v"" 408 kg 25 1 4",Taquetes expansivos con armella abierta,"m|z"" 90 mm 3⁄v"" 408 kg 25 1 4",,870,556,alta,False,True
49759,FLE-2,"Flotadores eléctricos, 10 A Interruptor de flotador, eléctrico, 18.6 A, \ =","Flotadores eléctricos, 10 A Interruptor de flotador, eléctrico, 18.6 A",\ =,,235,525,alta,False,True
49760,FLE-6,"Flotadores eléctricos, 10 A Interruptor de flotador, eléctrico, 18.6 A, ` =","Flotadores eléctricos, 10 A Interruptor de flotador, eléctrico, 18.6 A",` =,,400,525,alta,False,True
49761,FLE-10,"Flotadores eléctricos, 10 A Interruptor de flotador, eléctrico, 18.6 A, [Y =","Flotadores eléctricos, 10 A Interruptor de flotador, eléctrico, 18.6 A",[Y =,,575,525,alta,False,True
49770,TQ-26J,Juego de taquetes plásticos con pijas,Juego de taquetes plásticos con pijas,,,47,556,alta,False,True
49781,"A""F-82,A""F-88","Juegos de manerales metálicos para mezcladoras, Cromo",Juegos de manerales metálicos para mezcladoras,Cromo,,200,459,baja,True,False
49784,CTV-122FA,"Adaptadores de corriente, 2 A",Adaptadores de corriente,2 A,,140,425,alta,False,True
49785,AQMR-61,"Manerales metálicos para regadera », Cromo",Manerales metálicos para regadera »,Cromo,,340,461,alta,False,True
49786,AQMR-62,"Manerales metálicos para regadera », Cromo",Manerales metálicos para regadera »,Cromo,,535,461,alta,False,True
49787,CTV-125FA,"Adaptadores de corriente, 5 A",Adaptadores de corriente,5 A,,215,425,alta,False,True
49788,CTV-14CP,Cable divisor de alimentación tipo pulpo Conectores de alimentación,Cable divisor de alimentación tipo pulpo Conectores de alimentación,,,24,425,alta,False,True
49789,CTV-20CS,"Cables coaxiales de video y energía, tipo siamés para CCTV, 20 m","Cables coaxiales de video y energía, tipo siamés para CCTV",20 m,,200,425,alta,False,True
49790,AQCR-60,"Cuellos tipo bar para mezcladoras, Cromo",Cuellos tipo bar para mezcladoras,Cromo,,165,459,alta,False,True
49792,CTV-30CS,"Cables coaxiales de video y energía, tipo siamés para CCTV, 30 m","Cables coaxiales de video y energía, tipo siamés para CCTV",30 m,,250,425,alta,False,True
49793,CTV-8TR,Par de transceptores de video pasivos (Balun) BNC,Par de transceptores de video pasivos (Balun) BNC,,,109,425,alta,False,True
49794,CTV-1M,"Conectores de alimentación, Macho",Conectores de alimentación,Macho,,4.70,425,alta,False,True
49795,CTV-1H,"Conectores de alimentación, Hembra",Conectores de alimentación,Hembra,,4.70,425,alta,False,True
49810,CV-971,"Tuercas unión, i⁄t 20 mm 10 170",Tuercas unión,i⁄t 20 mm 10 170,,96,508,alta,False,True
49811,CV-972,"Tuercas unión, k⁄v 25 mm 10 130",Tuercas unión,k⁄v 25 mm 10 130,,110,508,alta,False,True
49812,CV-973,"Tuercas unión, 1 32 mm 5 70",Tuercas unión,1 32 mm 5 70,,225,508,alta,False,True
49816,CV-981,"unión mixtas, con inserto de latón niquelado, 1⁄2"" i⁄t 20 mm 5 130","unión mixtas, con inserto de latón niquelado","1⁄2"" i⁄t 20 mm 5 130",,200,508,alta,False,True
49817,CV-982,"unión mixtas, con inserto de latón niquelado, 3⁄v"" k⁄v 25 mm 5 100","unión mixtas, con inserto de latón niquelado","3⁄v"" k⁄v 25 mm 5 100",,235,508,alta,False,True
49818,CV-983,"unión mixtas, con inserto de latón niquelado, 1"" 1 32 mm 2 50","unión mixtas, con inserto de latón niquelado","1"" 1 32 mm 2 50",,430,508,alta,False,True
49821,AQCR-81,"Cuellos flexibles para mezcladoras de fregadero, Cromo",Cuellos flexibles para mezcladoras de fregadero,Cromo,,180,460,alta,False,True
49822,CV-221,"Reducciones bushing, k|v i|t 25 20 \Y 680",Reducciones bushing,k|v i|t 25 20 \Y 680,,4.70,509,alta,False,True
49823,CV-222,"Reducciones bushing, [ i|t 32 20 [Y 500",Reducciones bushing,[ i|t 32 20 [Y 500,,6.30,509,alta,False,True
49824,CV-223,"Reducciones bushing, [ k|v 32 25 [Y 400",Reducciones bushing,[ k|v 32 25 [Y 400,,7.70,509,alta,False,True
49828,V-052,Juego de 2 llaves de empotrar con manerales,Juego de 2 llaves de empotrar con manerales,Juego,,545,509,alta,False,True
49834,CV-763,"Tees, 1 1 1 32 32 32 10 120",Tees,1 1 1 32 32 32 10 120,,21,509,alta,False,True
49838,CV-711,"rosca central con inserto de latón niquelado, i⁄t 20 mm 1⁄2 10 140",rosca central con inserto de latón niquelado,i⁄t 20 mm 1⁄2 10 140,,72,508,alta,False,True
49839,CV-701,"rosca central con inserto de latón niquelado, i⁄t 20 mm 1⁄2 10 130",rosca central con inserto de latón niquelado,i⁄t 20 mm 1⁄2 10 130,,47,508,alta,False,True
49843,CV-721,"Tees, k|v i|t i|t 25 20 20 [Y 240",Tees,k|v i|t i|t 25 20 20 [Y 240,,11,509,alta,False,True
49844,CV-722,"Tees, k|v k|v i|t 25 25 20 [Y 240",Tees,k|v k|v i|t 25 25 20 [Y 240,,9.50,509,alta,False,True
49845,CV-723,"Tees, k|v i|t k|v 25 20 25 [Y 240",Tees,k|v i|t k|v 25 20 25 [Y 240,,11,509,alta,False,True
49855,CV-511,"Codos 90° con inserto de latón niquelado, 1⁄2"" i⁄t 20 mm 10",Codos 90° con inserto de latón niquelado,"1⁄2"" i⁄t 20 mm 10",,59,508,alta,False,True
49856,CV-512,"Codos 90° con inserto de latón niquelado, 3⁄v"" k⁄v 25 mm 10",Codos 90° con inserto de latón niquelado,"3⁄v"" k⁄v 25 mm 10",,87,508,alta,False,True
49857,CV-513,"Codos 90° con inserto de latón niquelado, 1"" 1 32 mm 10",Codos 90° con inserto de latón niquelado,"1"" 1 32 mm 10",,165,508,alta,False,True
49860,MUL-6EN,"Multicontactos económicos , 6 entradas ×6 ×6, Negro","Multicontactos económicos , 6 entradas ×6 ×6",Negro,,79,409,alta,False,True
49861,CV-501,"Codos 90° con inserto de latón niquelado, 1⁄2"" i⁄t 20 mm 10",Codos 90° con inserto de latón niquelado,"1⁄2"" i⁄t 20 mm 10",,47,508,alta,False,True
49862,CV-502,"Codos 90° con inserto de latón niquelado, 3⁄v"" k⁄v 25 mm 10",Codos 90° con inserto de latón niquelado,"3⁄v"" k⁄v 25 mm 10",,62,508,alta,False,True
49863,CV-503,"Codos 90° con inserto de latón niquelado, 1"" 1 32 mm 10",Codos 90° con inserto de latón niquelado,"1"" 1 32 mm 10",,118,508,alta,False,True
49867,CV-861,"Codos, i|t i|t 20 20 [Y",Codos,i|t i|t 20 20 [Y,,,509,media,True,False
49868,CV-871,"Codos macho-hembra, i|t 20 20 [Y",Codos macho-hembra,i|t 20 20 [Y,,,509,media,True,False
49873,CV-361,"Tapones, i|t 20 [Y 1,300",Tapones,"i|t 20 [Y 1,300",,,509,media,True,False
49874,CV-362,"Tapones, k|v 25 [Y 750",Tapones,k|v 25 [Y 750,,,509,media,True,False
49891,CV-261,"Coples, i|t 20 \Y 800",Coples,i|t 20 \Y 800,,,509,media,True,False
49892,CV-262,"Coples, k|v 25 \Y 500",Coples,k|v 25 \Y 500,,,509,media,True,False
49893,CV-263,"Coples, 1 32 10 290",Coples,1 32 10 290,,,509,media,True,False
49897,CV-001,"Tubos de 4 m Tees, i|t 20 2.8 [Y 2",Tubos de 4 m Tees,i|t 20 2.8 [Y 2,,,509,media,True,False
49898,CV-002,"Tubos de 4 m Tees, k|v 25 3.5 [Y 2",Tubos de 4 m Tees,k|v 25 3.5 [Y 2,,,509,media,True,False
49899,CV-003,"Tubos de 4 m Tees, [ 32 4.4 _ 2 %ees reducidas",Tubos de 4 m Tees,[ 32 4.4 _ 2 %ees reducidas,,,509,media,True,False
49900,"k|v""","Válvulas robustas para flotador, para tinaco, (19 mm) 320g 3 48","Válvulas robustas para flotador, para tinaco",(19 mm) 320g 3 48,,340,522,baja,True,False
49901,VAFLO-1-R,"Válvula robusta para flotador, para cisterna, 1 (25 mm) 560g 1 48","Válvula robusta para flotador, para cisterna",1 (25 mm) 560g 1 48,,600,522,alta,False,True
49979,LLJ-110Z,"Llaves para manguera, 110 g",Llaves para manguera,110 g,TRUPER,43,520,alta,False,True
49989,PAEL-1CD,"Parrillas eléctricas quemador tipo disco, Blanco 1,000 W 5 8 A 12",Parrillas eléctricas quemador tipo disco,"Blanco 1,000 W 5 8 A 12",,310,407,alta,False,True
49990,PAEL-2CD,"Parrillas eléctricas quemador tipo disco, Blanco 2,000 W (1,000 W cu) 5 16 A 8",Parrillas eléctricas quemador tipo disco,"Blanco 2,000 W (1,000 W cu) 5 16 A 8",,525,407,alta,False,True
49991,SL-14L,"de luces con 5@1@E Series, 24 W [^®` = 24 24 + 2 repuestos 2.4 kg",de luces con 5@1@E Series,24 W [^®` = 24 24 + 2 repuestos 2.4 kg,,1350,439,alta,False,True
49992,SL-7L,"de luces con 5@1@E Series, 12 W a®] = 12 12 + 1 repuesto 1.3 kg",de luces con 5@1@E Series,12 W a®] = 12 12 + 1 repuesto 1.3 kg,,760,439,alta,False,True
49993,SL-14I,,de luces con 5@1@E 8>1a>deE1e>FeE,264 W [^®` = 24 24 + 12 repuestos 2.4 kg,,1300,439,media,True,False
49994,SL-7I,,de luces con 5@1@E 8>1a>deE1e>FeE,132 W a®] = 12 12 + 6 repuestos 1.3 kg,,730,439,media,True,False
50006,R-BAR,Rack de piso para barretas y grifas,Rack de piso para barretas y grifas,,,4000,610,alta,False,True
50020,DESP-BAV-GR,,»,29 31 × 25 × 31 cm,,2000,602,media,True,False
50021,DESP-BAV-CH,,»,13 23 × 18 × 23 cm,,1500,602,media,True,False
50031,R-PYP,Rack de pared para 5 modelos de palas mango “Y”,Rack de pared para 5 modelos de palas mango “Y”,,,2500,611,alta,False,True
50050,R-GIR,Rack giratorio para palas y bieldos,Rack giratorio para palas y bieldos,,,2500,611,alta,False,True
50056,RACK-3,Rack hexagonal para 3 carretillas,Rack hexagonal para 3 carretillas,,,1000,610,alta,False,True
50086,R-PUN,Rack de piso para 6 palas,Rack de piso para 6 palas,,,500,611,alta,False,True
50096,R-POD-G,Rack para 4 podadoras,Rack para 4 podadoras,,,6000,610,alta,False,True
50099,RACK-ML,Rack de piso para herramienta de mango largo,Rack de piso para herramienta de mango largo,,,1500,611,alta,False,True
50102,R-CAT,Rack de empotrar para carretilla,Rack de empotrar para carretilla,,,200,610,alta,False,True
5016,cm),"Motosierras de 50 cc , 2.7 HP","Motosierras de 50 cc , 2.7 HP",,,5250,275,baja,True,False
50160,R-3CAT,Rack de piso para 3 carretillas estibadas,Rack de piso para 3 carretillas estibadas,,,3000,610,alta,False,True
5018,cm),"Motosierras de 50 cc , 2.7 HP","Motosierras de 50 cc , 2.7 HP",,,5400,275,baja,True,False
5020,cm),"Motosierras de 50 cc , 2.7 HP","Motosierras de 50 cc , 2.7 HP",,,5500,275,baja,True,False
50208,R-LIJ,,»,,,1000,602,media,True,False
5030,cm,"Bolsas con cinchos plásticos, Natural 50 20 120",Bolsas con cinchos plásticos,Natural 50 20 120,,60,398,baja,True,False
5032,"1⁄v""","Cubretaladros de 1 3⁄v"" de acero inoxidable de PVC","Cubretaladros de 1 3⁄v"" de acero inoxidable de PVC",,,8.50,489,baja,True,False
50329,R-PINT-A,,»,,TRUPER,500,602,media,True,False
50330,R-PINT-120,Rack de piso para 120 pinturas en aerosol,Rack de piso para 120 pinturas en aerosol,,TRUPER,3000,611,alta,False,True
50333,R-BOMB,Rack de piso para 8 bombas de agua,Rack de piso para 8 bombas de agua,,,2000,610,alta,False,True
5035,cm,"Bolsas con cinchos plásticos, Natural 25 20 120",Bolsas con cinchos plásticos,Natural 25 20 120,,39,398,baja,True,False
5040,CUTA-44M,"Cubretaladros de 1 3⁄v"" de acero inoxidable de PVC","Cubretaladros de 1 3⁄v"" de acero inoxidable de PVC",,,8.50,489,alta,False,True
5050,cm,"Bolsas con cinchos plásticos, Natural 25 10 60",Bolsas con cinchos plásticos,Natural 25 10 60,,55,398,baja,True,False
5060,cm,"Bolsas con cinchos plásticos, Natural 25 10 60",Bolsas con cinchos plásticos,Natural 25 10 60,,92,398,baja,True,False
5090,Y®c,"Malla plafón de acero galvanizado, rollo de 22 m, = 8 kg","Malla plafón de acero galvanizado, rollo de 22 m",'= 8 kg,,730,546,baja,True,False
5100,T-5100,Refacciones para tijeras de poda (una mano),Refacciones para tijeras de poda (una mano),,,25,371,alta,False,True
5106,T6,"Estuches con 5 puntas torx iguales , largo 1"" (25 mm)","Estuches con 5 puntas torx iguales , largo 1"" (25 mm)",,,36,316,alta,False,True
5107,T7,"Estuches con 5 puntas torx iguales , largo 1"" (25 mm)","Estuches con 5 puntas torx iguales , largo 1"" (25 mm)",,,36,316,alta,False,True
5108,T8,"Estuches con 5 puntas torx iguales , largo 1"" (25 mm)","Estuches con 5 puntas torx iguales , largo 1"" (25 mm)",,,36,316,alta,False,True
5109,T9,"Estuches con 5 puntas torx iguales , largo 1"" (25 mm)","Estuches con 5 puntas torx iguales , largo 1"" (25 mm)",,,36,316,alta,False,True
5110,T10,"Estuches con 5 puntas torx iguales , largo 1"" (25 mm)","Estuches con 5 puntas torx iguales , largo 1"" (25 mm)",,,36,316,alta,False,True
5115,T15,"Estuches con 5 puntas torx iguales , largo 1"" (25 mm)","Estuches con 5 puntas torx iguales , largo 1"" (25 mm)",,,36,316,alta,False,True
5120,T20,"Estuches con 5 puntas torx iguales , largo 1"" (25 mm)","Estuches con 5 puntas torx iguales , largo 1"" (25 mm)",,,36,316,alta,False,True
5125,T25,"Estuches con 5 puntas torx iguales , largo 1"" (25 mm)","Estuches con 5 puntas torx iguales , largo 1"" (25 mm)",,,36,316,alta,False,True
5127,T27,"Estuches con 5 puntas torx iguales , largo 1"" (25 mm)","Estuches con 5 puntas torx iguales , largo 1"" (25 mm)",,,36,316,alta,False,True
5130,T30,"Estuches con 5 puntas torx iguales , largo 1"" (25 mm)","Estuches con 5 puntas torx iguales , largo 1"" (25 mm)",,,36,316,alta,False,True
5140,PUDE-6140,"con seguro iguales , largo 1"" (25 mm), T40","con seguro iguales , largo 1"" (25 mm)",T40,,39,316,alta,False,True
51575,R-CAMA,"Rack para escobas, 5 Rollos 100 × 45 × 45 cm",Rack para escobas,5 Rollos 100 × 45 × 45 cm,,2000,610,alta,False,True
51576,R-MAN,"Rack para escobas, 3 Rollos 100 × 64 × 65 cm",Rack para escobas,3 Rollos 100 × 64 × 65 cm,,2750,610,alta,False,True
