codigo_truper,clave,descripcion,descripcion_familia,presentacion,marca,precio_catalogo_publico,pagina_catalogo,confianza_extraccion,requiere_revision,elegible_para_maestro
21458,DR-316X4TP,"planos , mango de PVC, k|sx 6 o⁄8"" × 4""","planos , mango de PVC","k|sx 6 o⁄8"" × 4""",,32,142,alta,False,True
21459,DR-14X4TP,"planos , mango de PVC, i|v 7 1⁄v"" × 4""","planos , mango de PVC","i|v 7 1⁄v"" × 4""",,38,142,alta,False,True
21460,DR-14X8TP,"planos , mango de PVC, i|v 11 3⁄v"" × 8""","planos , mango de PVC","i|v 11 3⁄v"" × 8""",,51,142,alta,False,True
21461,DR-14X1-12TP,"planos , mango de PVC, i|v 3 1⁄v"" × 1 1⁄2""","planos , mango de PVC","i|v 3 1⁄v"" × 1 1⁄2""",,25,142,alta,False,True
21462,DR-14X6TP,"planos , mango de PVC, i|v 9 1⁄v"" × 6""","planos , mango de PVC","i|v 9 1⁄v"" × 6""",,43,142,alta,False,True
21463,DR-516X6TP,"planos , mango de PVC, m|sx 9 3⁄v"" × 6""","planos , mango de PVC","m|sx 9 3⁄v"" × 6""",,62,142,alta,False,True
21464,DG-18X4TP,"Juego de 8 desarmadores mango de PVC, i|z 6 1⁄v"" × 4""",Juego de 8 desarmadores mango de PVC,"i|z 6 1⁄v"" × 4""",,22,142,alta,False,True
21465,DG-18X6TP,"Juego de 8 desarmadores mango de PVC, i|z 8 1⁄v"" × 6""",Juego de 8 desarmadores mango de PVC,"i|z 8 1⁄v"" × 6""",,25,142,alta,False,True
21466,DG-18X8TP,"Juego de 8 desarmadores mango de PVC, i|z 10 1⁄v"" × 8""",Juego de 8 desarmadores mango de PVC,"i|z 10 1⁄v"" × 8""",,26,142,alta,False,True
21467,DG-316X4TP,"Juego de 8 desarmadores mango de PVC, k|sx 6 o⁄8"" × 4""",Juego de 8 desarmadores mango de PVC,"k|sx 6 o⁄8"" × 4""",,32,142,alta,False,True
21468,DG-316X6TP,"Juego de 8 desarmadores mango de PVC, k|sx 8 3⁄v"" × 6""",Juego de 8 desarmadores mango de PVC,"k|sx 8 3⁄v"" × 6""",,33,142,alta,False,True
21469,DG-316X8TP,"Juego de 8 desarmadores mango de PVC, k|sx 10 o⁄8"" × 8""",Juego de 8 desarmadores mango de PVC,"k|sx 10 o⁄8"" × 8""",,36,142,alta,False,True
21470,DP-516X6TP,"de cruz , mango de PVC Desarmadores planos , mango de PVC, m|sx 9 3⁄v"" × 6""","de cruz , mango de PVC Desarmadores planos , mango de PVC","m|sx 9 3⁄v"" × 6""",,62,142,alta,False,True
21471,DP-316X3TP,"de cruz , mango de PVC Desarmadores planos , mango de PVC, k|sx 6 1⁄v"" × 3""","de cruz , mango de PVC Desarmadores planos , mango de PVC","k|sx 6 1⁄v"" × 3""",,26,142,alta,False,True
21472,DP-316X6TP,"de cruz , mango de PVC Desarmadores planos , mango de PVC, k|sx 9"" × 6""","de cruz , mango de PVC Desarmadores planos , mango de PVC","k|sx 9"" × 6""",,33,142,alta,False,True
21473,DP-316X4TP,"de cruz , mango de PVC Desarmadores planos , mango de PVC, k|sx 7 1⁄v"" × 4""","de cruz , mango de PVC Desarmadores planos , mango de PVC","k|sx 7 1⁄v"" × 4""",,32,142,alta,False,True
21474,DP-14X4TP,"de cruz , mango de PVC Desarmadores planos , mango de PVC, i|v 7 1⁄2"" × 4""","de cruz , mango de PVC Desarmadores planos , mango de PVC","i|v 7 1⁄2"" × 4""",,38,142,alta,False,True
21475,DP-14X8TP,"de cruz , mango de PVC Desarmadores planos , mango de PVC, i|v 11 3⁄8"" × 8""","de cruz , mango de PVC Desarmadores planos , mango de PVC","i|v 11 3⁄8"" × 8""",,51,142,alta,False,True
21476,DP-14X1-12TP,"de cruz , mango de PVC Desarmadores planos , mango de PVC, i|v 3 1⁄v"" × 1 1⁄2""","de cruz , mango de PVC Desarmadores planos , mango de PVC","i|v 3 1⁄v"" × 1 1⁄2""",,25,142,alta,False,True
21477,DP-14X6TP,"de cruz , mango de PVC Desarmadores planos , mango de PVC, i|v 9 3⁄8"" × 6""","de cruz , mango de PVC Desarmadores planos , mango de PVC","i|v 9 3⁄8"" × 6""",,43,142,alta,False,True
21478,DR-316X3BP,"planos , mango Comfort Grip, k⁄sx 6 3⁄v"" × 3""","planos , mango Comfort Grip","k⁄sx 6 3⁄v"" × 3""",,32,141,alta,False,True
21479,DR-316X6BP,"planos , mango Comfort Grip, k⁄sx 9 o⁄8"" × 6""","planos , mango Comfort Grip","k⁄sx 9 o⁄8"" × 6""",,35,141,alta,False,True
21480,DR-316X4BP,"planos , mango Comfort Grip, k⁄sx 7 o⁄8"" × 4""","planos , mango Comfort Grip","k⁄sx 7 o⁄8"" × 4""",,33,141,alta,False,True
21481,DR-14X4BP,"planos , mango Comfort Grip, i⁄v 8 1⁄v"" × 4""","planos , mango Comfort Grip","i⁄v 8 1⁄v"" × 4""",,38,141,alta,False,True
21482,DR-14X8BP,"planos , mango Comfort Grip, i⁄v 12 1⁄v"" × 8""","planos , mango Comfort Grip","i⁄v 12 1⁄v"" × 8""",,51,141,alta,False,True
21483,DR-14X1-12BP,"planos , mango Comfort Grip, i⁄v 4"" × 1 1⁄2""","planos , mango Comfort Grip","i⁄v 4"" × 1 1⁄2""",,29,141,alta,False,True
21484,DR-14X6BP,"planos , mango Comfort Grip, i⁄v 10 1⁄v"" × 6""","planos , mango Comfort Grip","i⁄v 10 1⁄v"" × 6""",,40,141,alta,False,True
21485,DR-516X6BP,"planos , mango Comfort Grip, m⁄sx 10 5⁄8"" × 6""","planos , mango Comfort Grip","m⁄sx 10 5⁄8"" × 6""",,58,141,alta,False,True
21486,DG-18X4BP,"Juego de 8 desarmadores mango Comfort Grip, i⁄z 7"" × 4""",Juego de 8 desarmadores mango Comfort Grip,"i⁄z 7"" × 4""",,25,141,alta,False,True
21487,DG-18X6BP,"Juego de 8 desarmadores mango Comfort Grip, i⁄z 9"" × 6""",Juego de 8 desarmadores mango Comfort Grip,"i⁄z 9"" × 6""",,29,141,alta,False,True
21488,DG-18X8BP,"Juego de 8 desarmadores mango Comfort Grip, i⁄z 11"" × 8""",Juego de 8 desarmadores mango Comfort Grip,"i⁄z 11"" × 8""",,30,141,alta,False,True
21489,DG-316X4BP,"Juego de 8 desarmadores mango Comfort Grip, k⁄sx 7 o⁄8"" × 4""",Juego de 8 desarmadores mango Comfort Grip,"k⁄sx 7 o⁄8"" × 4""",,33,141,alta,False,True
21490,DG-316X6BP,"Juego de 8 desarmadores mango Comfort Grip, k⁄sx 9 o⁄8"" × 6""",Juego de 8 desarmadores mango Comfort Grip,"k⁄sx 9 o⁄8"" × 6""",,35,141,alta,False,True
21491,DG-316X8BP,"Juego de 8 desarmadores mango Comfort Grip, k⁄sx 11 o⁄8"" × 8""",Juego de 8 desarmadores mango Comfort Grip,"k⁄sx 11 o⁄8"" × 8""",,42,141,alta,False,True
21493,DP-316X3BP,"de cruz , mango Comfort Grip Desarmadores, k⁄sx 6 3⁄v"" × 3""","de cruz , mango Comfort Grip Desarmadores","k⁄sx 6 3⁄v"" × 3""",,30,141,alta,False,True
21494,DP-316X6BP,"de cruz , mango Comfort Grip Desarmadores, k⁄sx 9 o⁄8"" × 6""","de cruz , mango Comfort Grip Desarmadores","k⁄sx 9 o⁄8"" × 6""",,35,141,alta,False,True
21495,DP-316X4BP,"de cruz , mango Comfort Grip Desarmadores, k⁄sx 7 o⁄8"" × 4""","de cruz , mango Comfort Grip Desarmadores","k⁄sx 7 o⁄8"" × 4""",,32,141,alta,False,True
21496,DP-14X4BP,"de cruz , mango Comfort Grip Desarmadores, i⁄v 8 1⁄v"" × 4""","de cruz , mango Comfort Grip Desarmadores","i⁄v 8 1⁄v"" × 4""",,36,141,alta,False,True
21498,DP-14X1-12BP,"de cruz , mango Comfort Grip Desarmadores, i⁄v 4"" × 1 1⁄2""","de cruz , mango Comfort Grip Desarmadores","i⁄v 4"" × 1 1⁄2""",,29,141,alta,False,True
21499,DP-14X6BP,"de cruz , mango Comfort Grip Desarmadores, i⁄v 10 1⁄v"" × 6""","de cruz , mango Comfort Grip Desarmadores","i⁄v 10 1⁄v"" × 6""",,42,141,alta,False,True
21518,BOCOR-3P,"Accesorios para equipo de oxicorte y soldadura CORSOL-P, 3 1.9 mm",Accesorios para equipo de oxicorte y soldadura CORSOL-P,3 1.9 mm,,140,360,alta,False,True
21519,BOCOR-4P,"Accesorios para equipo de oxicorte y soldadura CORSOL-P, 4 2.4 mm",Accesorios para equipo de oxicorte y soldadura CORSOL-P,4 2.4 mm,,140,360,alta,False,True
21520,BOCOR-5P,"Accesorios para equipo de oxicorte y soldadura CORSOL-P, 5 2.8 mm",Accesorios para equipo de oxicorte y soldadura CORSOL-P,5 2.8 mm,,140,360,alta,False,True
21521,BOCOR-6P,"Accesorios para equipo de oxicorte y soldadura CORSOL-P, 6 3.3 mm",Accesorios para equipo de oxicorte y soldadura CORSOL-P,6 3.3 mm,,140,360,alta,False,True
21533,BOSOL-3P,"Accesorios para equipo de oxicorte y soldadura CORSOL-P, 3 0.8 mm",Accesorios para equipo de oxicorte y soldadura CORSOL-P,3 0.8 mm,,118,360,alta,False,True
21534,BOSOL-5P,"Accesorios para equipo de oxicorte y soldadura CORSOL-P, 5 1 mm",Accesorios para equipo de oxicorte y soldadura CORSOL-P,5 1 mm,,130,360,alta,False,True
21535,BOSOL-7P,"Accesorios para equipo de oxicorte y soldadura CORSOL-P, 7 1.5 mm",Accesorios para equipo de oxicorte y soldadura CORSOL-P,7 1.5 mm,,152,360,alta,False,True
21538,GOT-P,Goggles de seguridad,Goggles de seguridad,,,47,328,alta,False,True
21576,CORSOL-P,"Equipo de oxicorte y soldadura, 4 (100 mm) i⁄v (6.5 mm)",Equipo de oxicorte y soldadura,4 (100 mm) i⁄v (6.5 mm),,5400,360,alta,False,True
21692,VAL-BA,Adaptadores para inflar balones,Adaptadores para inflar balones,,,137,62,alta,False,True
21851,ALL-P8M," Juegos de llaves hexagonales, tipo llavero, 12"," Juegos de llaves hexagonales, tipo llavero",12,,32,216,alta,False,True
21854,ALL-10P-P,,,,,96,216,media,True,False
21855,,,,,,95,216,baja,True,False
21856,ALL-13P-P,,,"5/64"" 5/32"" 5/16""",,110,216,media,True,False
21880,LL-2008P,"Llaves combinadas Juegos de llaves combinadas, i|v 100 mm 12",Llaves combinadas Juegos de llaves combinadas,i|v 100 mm 12,,26,215,alta,False,True
21881,LL-2010P,"Llaves combinadas Juegos de llaves combinadas, m|sx 120 mm 12",Llaves combinadas Juegos de llaves combinadas,m|sx 120 mm 12,,29,215,alta,False,True
21882,LL-2012P,"Llaves combinadas Juegos de llaves combinadas, k|z 140 mm 12",Llaves combinadas Juegos de llaves combinadas,k|z 140 mm 12,,30,215,alta,False,True
21883,LL-2014P,"Llaves combinadas Juegos de llaves combinadas, o|sx 150 mm 12",Llaves combinadas Juegos de llaves combinadas,o|sx 150 mm 12,,35,215,alta,False,True
21884,LL-2016P,"Llaves combinadas Juegos de llaves combinadas, i|t 170 mm 12",Llaves combinadas Juegos de llaves combinadas,i|t 170 mm 12,,36,215,alta,False,True
21885,LL-2018P,"Llaves combinadas Juegos de llaves combinadas, q|sx 180 mm 12",Llaves combinadas Juegos de llaves combinadas,q|sx 180 mm 12,,42,215,alta,False,True
21886,LL-2020P,"Llaves combinadas Juegos de llaves combinadas, m|z 200 mm 12",Llaves combinadas Juegos de llaves combinadas,m|z 200 mm 12,,51,215,alta,False,True
21887,LL-2022P,"Llaves combinadas Juegos de llaves combinadas, ii|sx 210 mm 12",Llaves combinadas Juegos de llaves combinadas,ii|sx 210 mm 12,,55,215,alta,False,True
21888,LL-2024P,"Llaves combinadas Juegos de llaves combinadas, k|v 230 mm 12",Llaves combinadas Juegos de llaves combinadas,k|v 230 mm 12,,60,215,alta,False,True
21889,LL-2026P,"Llaves combinadas Juegos de llaves combinadas, ik|sx 250 mm 6",Llaves combinadas Juegos de llaves combinadas,ik|sx 250 mm 6,,87,215,alta,False,True
21890,LL-2028P,"Llaves combinadas Juegos de llaves combinadas, o|z 260 mm 6",Llaves combinadas Juegos de llaves combinadas,o|z 260 mm 6,,92,215,alta,False,True
21902,J-206P,"Juegos de llaves combinadas, ` laJes 3",Juegos de llaves combinadas,` laJes 3,,195,215,alta,False,True
21909,,"Juegos de llaves combinadas, 9 11 13 15",Juegos de llaves combinadas,9 11 13 15,,,215,baja,True,False
21910,"3⁄v""","Juegos de llaves combinadas, o⁄8""",Juegos de llaves combinadas,"o⁄8""",,,215,baja,True,False
21911,"o⁄sx""","Juegos de llaves combinadas, q⁄sx"" 11⁄sx"" 13⁄sx""",Juegos de llaves combinadas,"q⁄sx"" 11⁄sx"" 13⁄sx""",,,215,baja,True,False
21912,,"Juegos de llaves combinadas, 6 8 10 12 14 16",Juegos de llaves combinadas,6 8 10 12 14 16,,,215,baja,True,False
21913,,"Juegos de llaves combinadas, 7 9 11 13 15",Juegos de llaves combinadas,7 9 11 13 15,,,215,baja,True,False
21950,LL-3018P,"Juegos de 5 llaves españolas , pulidas, i|v m|sx 122 mm","Juegos de 5 llaves españolas , pulidas",i|v m|sx 122 mm,,30,215,alta,False,True
21951,LL-3020P,"Juegos de 5 llaves españolas , pulidas, m|sx k|z 140 mm","Juegos de 5 llaves españolas , pulidas",m|sx k|z 140 mm,,32,215,alta,False,True
21952,LL-3021P,"Juegos de 5 llaves españolas , pulidas, k|z o|sx 157 mm","Juegos de 5 llaves españolas , pulidas",k|z o|sx 157 mm,,39,215,alta,False,True
21953,LL-3025P,"Juegos de 5 llaves españolas , pulidas, o|sx i|t 172 mm","Juegos de 5 llaves españolas , pulidas",o|sx i|t 172 mm,,43,215,alta,False,True
21954,LL-3026P,"Juegos de 5 llaves españolas , pulidas, i|t q|sx 172 mm","Juegos de 5 llaves españolas , pulidas",i|t q|sx 172 mm,,46,215,alta,False,True
21955,LL-3030P,"Juegos de 5 llaves españolas , pulidas, q|sx m|z 185 mm","Juegos de 5 llaves españolas , pulidas",q|sx m|z 185 mm,,47,215,alta,False,True
21956,LL-3031P,"Juegos de 5 llaves españolas , pulidas, m|z k|v 221 mm","Juegos de 5 llaves españolas , pulidas",m|z k|v 221 mm,,72,215,alta,False,True
21971,LL-30809MP,"Juegos de 5 llaves españolas , pulidas, b c 140 mm","Juegos de 5 llaves españolas , pulidas",b c 140 mm,,32,215,alta,False,True
21972,LL-31011MP,"Juegos de 5 llaves españolas , pulidas, [Y [[ 157 mm","Juegos de 5 llaves españolas , pulidas",[Y [[ 157 mm,,39,215,alta,False,True
21973,LL-31213MP,"Juegos de 5 llaves españolas , pulidas, [\ [] 172 mm","Juegos de 5 llaves españolas , pulidas",[\ [] 172 mm,,46,215,alta,False,True
21974,,"Juegos de 5 llaves españolas , pulidas, 10 × 11","Juegos de 5 llaves españolas , pulidas",10 × 11,,,215,baja,True,False
21994,J-209P,"Juegos de llaves combinadas, c laJes std 3",Juegos de llaves combinadas,c laJes std 3,,420,215,alta,False,True
21995,J-209M,"Juegos de llaves combinadas, c laJes mm 3",Juegos de llaves combinadas,c laJes mm 3,,310,215,alta,False,True
21996,J-2010MP,"acabado níquel negro mixtas , pulidas, std mm","acabado níquel negro mixtas , pulidas",std mm,,330,215,alta,False,True
2200,ccmm,,x2,,,,571,baja,True,False
22000,J-305P,"Juegos de 5 llaves españolas , pulidas, _ laJes std 3⁄8"" × o⁄sx"" 5⁄8"" × 3⁄v"" 3","Juegos de 5 llaves españolas , pulidas","_ laJes std 3⁄8"" × o⁄sx"" 5⁄8"" × 3⁄v"" 3",,215,215,alta,False,True
22001,J-305M,"Juegos de 5 llaves españolas , pulidas, _ laJes mm 8 × 9 14 × 15 3","Juegos de 5 llaves españolas , pulidas",_ laJes mm 8 × 9 14 × 15 3,,195,215,alta,False,True
2201,PZ1,"Estuche con 5 puntas pozidriv iguales , largo 2"" (50 mm) Estuches con 5 puntas pozidriv iguales , largo 2"" (50 mm)","Estuche con 5 puntas pozidriv iguales , largo 2"" (50 mm) Estuches con 5 puntas pozidriv iguales , largo 2"" (50 mm)",,,55,316,alta,False,True
22016,J-206P,"Juegos de llaves combinadas, ` laJes std 3",Juegos de llaves combinadas,` laJes std 3,,195,215,alta,False,True
22017,J-206M,"Juegos de llaves combinadas, ` laJes mm 3",Juegos de llaves combinadas,` laJes mm 3,,195,215,alta,False,True
2202,PZ2,"Estuche con 5 puntas pozidriv iguales , largo 2"" (50 mm) Estuches con 5 puntas pozidriv iguales , largo 2"" (50 mm)","Estuche con 5 puntas pozidriv iguales , largo 2"" (50 mm) Estuches con 5 puntas pozidriv iguales , largo 2"" (50 mm)",,,55,316,alta,False,True
2203,PZ3,"Estuche con 5 puntas pozidriv iguales , largo 2"" (50 mm) Estuches con 5 puntas pozidriv iguales , largo 2"" (50 mm)","Estuche con 5 puntas pozidriv iguales , largo 2"" (50 mm) Estuches con 5 puntas pozidriv iguales , largo 2"" (50 mm)",,,55,316,alta,False,True
22090,ASP-12V-P,"Aspiradora para auto, 12 V","Aspiradora para auto, 12 V",,,435,31,alta,False,True
2210,kg,"Rodajas de polietileno placa giratoria con buje, 2"" (50) 22 67 8 × 6 61 × 49",Rodajas de polietileno placa giratoria con buje,"2"" (50) 22 67 8 × 6 61 × 49",,87,551,baja,True,False
2211,kg,"Rodajas de polietileno placa giratoria con buje, 2i|t"" (65) 22 77 8 × 6 61 × 49",Rodajas de polietileno placa giratoria con buje,"2i|t"" (65) 22 77 8 × 6 61 × 49",,105,551,baja,True,False
2212,kg,"Rodajas de polietileno placa giratoria con buje, 3"" (75) 22 92 8 × 6 59 × 49",Rodajas de polietileno placa giratoria con buje,"3"" (75) 22 92 8 × 6 59 × 49",,125,551,baja,True,False
22120,cm36,"flexible trenzado de vinilo i|t"" k|z"" plásticolatón, 36","flexible trenzado de vinilo i|t"" k|z"" plásticolatón",36,,205,517,baja,True,False
2213,kg,"Rodajas de polietileno placa giratoria con balero, 2"" (50) 25 72 8 67 × 49 4 72",Rodajas de polietileno placa giratoria con balero,"2"" (50) 25 72 8 67 × 49 4 72",,118,551,baja,True,False
2214,kg,"Rodajas de polietileno placa giratoria con balero, 2i|t"" (65) 35 87 12 95 × 66 4 36",Rodajas de polietileno placa giratoria con balero,"2i|t"" (65) 35 87 12 95 × 66 4 36",,187,551,baja,True,False
2215,kg,"Rodajas de polietileno placa giratoria con balero, 3"" (75) 35 99 12 95 × 66 4 24",Rodajas de polietileno placa giratoria con balero,"3"" (75) 35 99 12 95 × 66 4 24",,200220,551,baja,True,False
22150,cm36,"flexible trenzado de vinilo i|t"" k|z"" plásticolatón, 36","flexible trenzado de vinilo i|t"" k|z"" plásticolatón",36,,235,517,baja,True,False
2216,kg,"Rodajas de polietileno placa giratoria con balero, 4"" (100) 42 125 13 128 × 102 2 12",Rodajas de polietileno placa giratoria con balero,"4"" (100) 42 125 13 128 × 102 2 12",,365,551,baja,True,False
22203,MD-6MP,,"tipo nevada, ma>6@ de 580ra de J8dr8@ de 36"" (90 cm)",6 lb (2.7 kg),,465,279,media,True,False
22205,MD-8MP,,"tipo nevada, ma>6@ de 580ra de J8dr8@ de 36"" (90 cm)",8 lb (3.6 kg),,585,279,media,True,False
22206,MD-10MP,,"tipo nevada, ma>6@ de 580ra de J8dr8@ de 36"" (90 cm)",10 lb (4.5 kg),,635,279,media,True,False
22207,MD-12MP,,"tipo nevada, ma>6@ de 580ra de J8dr8@ de 36"" (90 cm)",12 lb (5.4 kg),,760,279,media,True,False
22215,DHT-2P,,"tipo nevada, ma>6@ de madera de 10 k|v"" (27 cm)",2 lb (0.9 kg),,152,279,media,True,False
22216,DHT-3P,,"tipo nevada, ma>6@ de madera de 10 k|v"" (27 cm)",3 lb (1.3 kg),,195,279,media,True,False
22217,DHT-4P,,"tipo nevada, ma>6@ de madera de 10 k|v"" (27 cm)",4 lb (1.8 kg),,245,279,media,True,False
22270,SJ-16P,"Martillo tubular pulido, uña curva, 16 oz, mango con TPR","Martillo tubular pulido, uña curva, 16 oz, mango con TPR","16 oz 1 1⁄8"" [] (33 cm)",,152,280,alta,False,True
22290,MP-16,"Martillos semipulidos, 16 oz 1 1⁄8"" [] (33 cm) 24",Martillos semipulidos,"16 oz 1 1⁄8"" [] (33 cm) 24",,115,281,alta,False,True
22291,MO-10E,"Mini martillo Comfort Grip , uña curva 10 oz","Mini martillo Comfort Grip , uña curva 10 oz","10 oz 15⁄sx"" ` i|t (16 cm)",,110,280,alta,False,True
2240,cm,"flexible trenzado de vinilo i|t"" k|z"" plásticolatón, 36","flexible trenzado de vinilo i|t"" k|z"" plásticolatón",36,,140,517,baja,True,False
22464,PLOM-4Z,"Plomadas metálicas con centro, 58 × 54 mm",Plomadas metálicas con centro,58 × 54 mm,,325,313,alta,False,True
2255,áánngguulloo,"Lámpara LED plástica reflectora, recargable , 2,000 lm","Lámpara LED plástica reflectora, recargable , 2,000 lm",,,,200,baja,True,False
2260,cm,"flexible trenzado de vinilo i|t"" k|z"" plásticolatón, 36","flexible trenzado de vinilo i|t"" k|z"" plásticolatón",36,,160,517,baja,True,False
2262,CV-762,"Tees, k|v k|v k|v 25 25 25 \Y 200",Tees,k|v k|v k|v 25 25 25 \Y 200,,11,509,alta,False,True
22658,MB-16P,"Martillos pulidos de bola, 16 oz 1 1⁄v"" [] i|t (34 cm) 16",Martillos pulidos de bola,"16 oz 1 1⁄v"" [] i|t (34 cm) 16",,152,281,alta,False,True
22659,MB-24P,"Martillos pulidos de bola, 24 oz 1 1⁄2"" [^ i|t (37 cm) 16",Martillos pulidos de bola,"24 oz 1 1⁄2"" [^ i|t (37 cm) 16",,180,281,alta,False,True
22660,MB-32P,"Martillos pulidos de bola, 32 oz 1 5⁄8"" [^ i|t (37 cm) 16",Martillos pulidos de bola,"32 oz 1 5⁄8"" [^ i|t (37 cm) 16",,195,281,alta,False,True
2277,ccmm,,x2,,,,571,baja,True,False
2280,cm,"flexible trenzado de vinilo i|t"" k|z"" plásticolatón, 36","flexible trenzado de vinilo i|t"" k|z"" plásticolatón",36,,175,517,baja,True,False
2299,HEPA,"Aspiradora inalámbrica para auto , 20 V","Aspiradora inalámbrica para auto , 20 V",,,,31,media,True,False
23031,PAEL-1CP,"Parrillas eléctricas de resistencia, Blanco 750 W 5 6 A 12",Parrillas eléctricas de resistencia,Blanco 750 W 5 6 A 12,,195,407,alta,False,True
23032,PAEL-2CP,"Parrillas eléctricas de resistencia, × Blanco 2,000 W (1,000 W cu) 5 16 A 8",Parrillas eléctricas de resistencia,"× Blanco 2,000 W (1,000 W cu) 5 16 A 8",,365,407,alta,False,True
23111,RE-PIPI-200P,"Refacciones para pistola para pintar, 6 30",Refacciones para pistola para pintar,6 30,,117,111,alta,False,True
23202,FGA-10NP,,,100,,87,518,media,True,False
23390,RES-1-P,"Respiradores media cara, sin cartuchos","Respiradores media cara, sin cartuchos",,,152,328,alta,False,True
23391,RES-2-P,"Respiradores media cara, sin cartuchos","Respiradores media cara, sin cartuchos",,,200,328,alta,False,True
23392,CF-VO-P,"Filtro y cartuchos para respiradores RES-2-P y RES-1-P, Cartucho para vapores orgánicos",Filtro y cartuchos para respiradores RES-2-P y RES-1-P,Cartucho para vapores orgánicos,,72,328,alta,False,True
23393,CF-PO-P,Filtro y cartuchos para respiradores RES-2-P y RES-1-P,Filtro y cartuchos para respiradores RES-2-P y RES-1-P,,,39,328,alta,False,True
23394,CF-PI-P,"Filtro y cartuchos para respiradores RES-2-P y RES-1-P, Cartucho para pintura en spray",Filtro y cartuchos para respiradores RES-2-P y RES-1-P,Cartucho para pintura en spray,,72,328,alta,False,True
23395,CF-VI-P,"Filtro y cartuchos para respiradores RES-2-P y RES-1-P, Cartucho para vapores inorgánicos",Filtro y cartuchos para respiradores RES-2-P y RES-1-P,Cartucho para vapores inorgánicos,,87,328,alta,False,True
2345,,Escuadras para muros de yeso,Escuadras para muros de yeso,,,,164,baja,True,False
24050,LILE-3P,"Linternas LED plásticas, recargables, 50 lm 6.5 h 100 m 15 × 5 cm 90 g","Linternas LED plásticas, recargables",50 lm 6.5 h 100 m 15 × 5 cm 90 g,,75,201,alta,False,True
