codigo,codigo_barras,clave,descripcion,marca,categoria
44046,,BDL-3/4,"Bandola destorcedora de latón 3/4"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44975,,GRI-1,"Grillete acero forjado 1"" carga 8500 kg, galvanizado FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
45869,,MEV-8N,"Ménsula vintage de acero negra 6 x 8"", FIERO",FIERO,Ménsulas decorativas
40742,,TAQ-7/32P,"Bolsa con 50 taquetes de plástico 7/32"", FIERO",FIERO,Tornillería / Tuercas y arandelas
44989,,ALCA-80,"Bolsa con 144 alcayatas roscadas de 21 X 80, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
40231,,CLE-1A,"Blíster con 130 clavos estándar 1"" con cabeza, FIERO",FIERO,Tornillería / Productos con presentación en blíster
41250,,CHI-100X,"Caja con 100 chinches en 10 colores surtidos, FIERO",FIERO,"Tornillería / Productos con presentación en blíster <span class=""Torange"">|</span> Clavillos, tachuelas y chinches | Racks para tornillería"
44097,,DESZ-1/8,"Destorcedor metálico de 1/8"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44690,,ARAP-1/2,"Bolsa con 100 arandelas de presión 1/2"" pavonadas, FIERO",FIERO,Tornillería / Tuercas y arandelas
40225,,CLC-2GA,"Blíster con 20 clavos galvanizados para concreto 2"", FIERO",FIERO,Tornillería / Productos con presentación en blíster
45867,,MEV-16N,"Ménsula vintage de acero negra 6 x 16"", FIERO",FIERO,Ménsulas decorativas
44372,,AR-19C,"Bolsa con 144 armellas cerradas de 19 x 60, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
44687,,ARAP-5/16,"Bolsa con 150 arandelas de presión 5/16"" pavonadas, FIERO",FIERO,Tornillería / Tuercas y arandelas
44371,,AR-18C,"Bolsa con 144 armellas cerradas de 18 x 50, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
44105,,DESF-3/16,"Destorcedor forjado de 3/16"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
40747,,TAQ-5/16PA,"Bolsa con 20 taquetes de plástico 5/16"", FIERO",FIERO,Tornillería / Tuercas y arandelas
40751,,ARA-1/4A,"Blíster con 30 arandelas planas de 1/4"", FIERO",FIERO,"Tornillería / Productos con presentación en blíster <span class=""Torange"">|</span> Clavillos, tachuelas y chinches | Racks para tornillería"
44988,,ALCA-70,"Bolsa con 144 alcayatas roscadas de 20 X 70, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
44045,,BDL-5/8,"Bandola destorcedora de latón 5/8"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44109,,DESF-1/2,"Destorcedor forjado de 1/2"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
40962,,ARA-1,"Bolsa de 1 kilo arandelas planas galvanizadas 1"", FIERO",FIERO,Tornillería / Tuercas y arandelas
44686,,ARAP-1/4,"Bolsa con 200 arandelas de presión 1/4"" pavonadas, FIERO",FIERO,Tornillería / Tuercas y arandelas
44969,,GRI-3/8,"Grillete acero forjado 3/8"" carga 1000 kg, galvanizado FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
44553,,TUES-1/8,"Bolsa con 1000 tuercas 1/8"" hexagonales tipo Sakamura, FIERO",FIERO,Tornillería / Tuercas y arandelas
41041,,ECAN-3,"Bolsa c/24 escuadras planas cantoneras 3"" x 3"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
42418,,VARO-7/8,"Varilla roscada de 1 m x 7/8"", FIERO",FIERO,Tornillería / Pijas y varillas roscadas
44379,,AR-19A,"Bolsa con 144 armellas abiertas de 19 x 60, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
49381,,COLCA-55,"Bolsa con 100 colgadores de 55 mm tipo caimán, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
46659,,TAE-1/4A3,"Bolsa con 6 taquetes arpón 1/4"" x 3"", FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
40750,,ARA-3/16A,"Blíster con 35 arandelas planas de 3/16"", FIERO",FIERO,"Tornillería / Productos con presentación en blíster <span class=""Torange"">|</span> Clavillos, tachuelas y chinches | Racks para tornillería"
44987,,ALCA-60,"Bolsa con 144 alcayatas roscadas de 19 X 60, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
40221,,CLC-2NA,"Blíster con 20 clavos negros para concreto 2"", FIERO",FIERO,Tornillería / Productos con presentación en blíster
44004,,ME-6G,"Ménsula de acero gris 5 x 6"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
44986,,ALCA-50,"Bolsa con 144 alcayatas roscadas de 18 X 50, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
44378,,AR-18A,"Bolsa con 144 armellas abiertas de 18 x 50, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
44370,,AR-17C,"Bolsa con 144 armellas cerradas de 17 x 40, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
49830,,MEP-12N,"Ménsula plegable de acero negra 6"" x 12"", FIERO",FIERO,Ménsulas decorativas
49382,,COLCA-65,"Bolsa con 100 colgadores de 65 mm tipo caimán, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
44974,,GRI-7/8,"Grillete acero forjado 7/8""carga 6500 kg, galvanizado FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
49871,,MEP-12B,"Ménsula plegable de acero blanca 6"" x 12"", FIERO",FIERO,Ménsulas decorativas
44689,,ARAP-7/16,"Bolsa con 100 arandelas de presión 7/16"" pavonadas, FIERO",FIERO,Tornillería / Tuercas y arandelas
49829,,MEP-16N,"Ménsula plegable de acero negra 8"" x 16"", FIERO",FIERO,Ménsulas decorativas
40230,,CLE-2A,"Blíster con 35 clavos estándar 2"" con cabeza, FIERO",FIERO,Tornillería / Productos con presentación en blíster
41043,,ECAN-4,"Bolsa c/24 escuadras planas cantoneras 4"" x 4"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
44001,,ME-5G,"Ménsula de acero gris 4 x 5"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
40749,,TAQ-1/2PA,"Bolsa con 20 taquetes de plástico 1/2"", FIERO",FIERO,Tornillería / Tuercas y arandelas
40226,,CLC-3GA,"Blíster con 12 clavos galvanizados para concreto 3"", FIERO",FIERO,Tornillería / Productos con presentación en blíster
44985,,ALCA-20,"Bolsa con 144 alcayatas roscadas de 16 X 20, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
49870,,MEP-16B,"Ménsula plegable de acero blanca 8"" x 16"", FIERO",FIERO,Ménsulas decorativas
40753,,ARA-3/8A,"Blíster con 14 arandelas planas de 3/8"", FIERO",FIERO,"Tornillería / Productos con presentación en blíster <span class=""Torange"">|</span> Clavillos, tachuelas y chinches | Racks para tornillería"
40752,,ARA-5/16A,"Blíster con 25 arandelas planas de 5/16"", FIERO",FIERO,"Tornillería / Productos con presentación en blíster <span class=""Torange"">|</span> Clavillos, tachuelas y chinches | Racks para tornillería"
46675,,TAE-1/2A6,"Bolsa con 4 taquetes arpón 1/2"" x 7"", FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
44970,,GRI-7/16,"Grillete acero forjado 7/16"" carga 1500kg, galvanizado FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
41251,,CHI-100N,"Caja con 100 chinches negras, FIERO",FIERO,"Tornillería / Productos con presentación en blíster <span class=""Torange"">|</span> Clavillos, tachuelas y chinches | Racks para tornillería"
49383,,COLCA-75,"Bolsa con 100 colgadores de 75 mm tipo caimán, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
46661,,TAE-5/16A1,"Bolsa con 6 taquetes arpón 5/16"" x 2"", FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
57189,,EX-HE-CLO,Exhibidor HERMEX de accesorios para closet,HERMEX,Exhibidores para panel ranurado o perfocel
55981,,EX-HER-GO,Exhibidor tipo góndola HERMEX,HERMEX,Exhibidores tipo góndola
48975,,BTR-3,"Brida para tubo redondo de clóset, cromo brillante, HERMEX",HERMEX,Accesorios para clóset
43606,,CIPU,"Cierrapuertas hidráulico color aluminio, HERMEX",HERMEX,Cierrapuertas y bisagras
48978,,BTO-5,"Brida para tubo ovalado de clóset, niquelado, HERMEX",HERMEX,Accesorios para clóset
43607,,CIPU-H,"Cierrapuertas hidráulico color negro, HERMEX",HERMEX,Cierrapuertas y bisagras
43535,,CV-10,"Cerradura para vitrina, HERMEX",HERMEX,"Correderas para cajón, cerraduras para mueble y clips pelícano"
43608,,CIPU-B,"Cierrapuertas hidráulico color blanco, HERMEX",HERMEX,Cierrapuertas y bisagras
43820,,PER-B,"Perilla cerámica blanca, HERMEX",HERMEX,"Jaladeras y perillas para mueble <span class=""Torange"">|</span> Protectores para silla"
47980,,TRANS-CEM,"Transformador para cerradura electromecánica, HERMEX",HERMEX,"Cerraduras de sobreponer<span class=""Torange"">|</span>Cerraduras de barra"
47855,,NUCH-2N,"Número 2 de latón sólido 4"", negro, HERMEX",HERMEX,Cerrajería (accesorios)
56361,,EX-HE-CA,"Exhibidor con candados, HERMEX",HERMEX,Exhibidores para panel ranurado o perfocel
56363,,EX-HE-SB,"Exhibidor con cerraduras, HERMEX",HERMEX,Exhibidores para panel ranurado o perfocel
56362,,EX-HE-BI,"Exhibidor con bisagras, HERMEX",HERMEX,Exhibidores para panel ranurado o perfocel
43715,,BP-G,"Broche perico galvanizado, HERMEX",HERMEX,"Bisagras especiales, pistones y broche perico"
23540,,COR-70HP,"Candado antipalanca 70 mm cuerpo de hierro, HERMEX BASIC",HERMEX BASIC,Candados antipalanca | Candados de combinación
23524,,COR-75ZP,"Candado antipalanca 75 mm cuerpo metálico, HERMEX BASIC",HERMEX BASIC,Candados antipalanca | Candados de combinación
22517,,COR-80HP,"Candado antipalanca 80 mm cuerpo de hierro, HERMEX BASIC",HERMEX BASIC,Candados antipalanca | Candados de combinación
44637,,BSO-5/8,"Bisagra tubular soldable de 5/8"", HERMEX",HERMEX,Cierrapuertas y bisagras
22516,,COR-60HP,"Candado antipalanca 60 mm cuerpo de hierro, HERMEX BASIC",HERMEX BASIC,Candados antipalanca | Candados de combinación
23512,,COR-75P,"Candado antipalanca 75 mm cuerpo de latón, HERMEX BASIC",HERMEX BASIC,Candados antipalanca | Candados de combinación
43714,,PAC-36,"Pasador de barra plana 3"" acabado cromo, HERMEX",HERMEX,Cerrajería (accesorios)
44636,,BSO-1/2,"Bisagra tubular soldable de 1/2"", HERMEX",HERMEX,Cierrapuertas y bisagras
44638,,BSO-3/4,"Bisagra tubular soldable de 3/4"", HERMEX",HERMEX,Cierrapuertas y bisagras
43741,,POCZ-325,"Portacandado de acero galvanizado 3-1/4"", HERMEX",HERMEX,Cerrajería (accesorios)
22514,,COR-65ZP,"Candado antipalanca 65 mm cuerpo metálico, HERMEX BASIC",HERMEX BASIC,Candados antipalanca | Candados de combinación
27088,,COR-85ZP,"Candado antipalanca 85 mm cuerpo metálico, HERMEX BASIC",HERMEX BASIC,Candados antipalanca | Candados de combinación
43694,,PAS-36,"Pasador de barril 3"" de acero acabado negro, HERMEX",HERMEX,Cerrajería (accesorios)
43693,,PAS-26,"Pasador de barril 2"" de acero acabado negro, HERMEX",HERMEX,Cerrajería (accesorios)
43713,,PAC-35,"Pasador de barra plana 2"" acabado cromo, HERMEX",HERMEX,Cerrajería (accesorios)
49894,,GUPO-100AN,"Guardapolvo automático 100 cm negro, HERMEX",HERMEX,Cerrajería / Guardapolvos
43736,,POCZ-250,"Portacandado de acero galvanizado 2-1/2"", HERMEX",HERMEX,Cerrajería (accesorios)
43725,,PAL-36,"Pasador de barra plana 3"" acabado latón, HERMEX",HERMEX,Cerrajería (accesorios)
23525,,CD-50CP,"Candado de combinación de disco en blíster, HERMEX BASIC",HERMEX BASIC,Candados antipalanca | Candados de combinación
43720,,PAC-37,"Pasador de barra plana 4"" acabado cromo, HERMEX",HERMEX,Cerrajería (accesorios)
43695,,PAS-46,"Pasador de barril 4"" de acero acabado negro, HERMEX",HERMEX,Cerrajería (accesorios)
22515,,COR-50HP,"Candado antipalanca 50 mm cuerpo de hierro, HERMEX BASIC",HERMEX BASIC,Candados antipalanca | Candados de combinación
43724,,PAL-35,"Pasador de barra plana 2"" acabado latón, HERMEX",HERMEX,Cerrajería (accesorios)
59996,,GON-100H,"Góndola de pared 100 x 220 cm, HERMEX",HERMEX,Exhibidores tipo góndola
49884,,GUPO-100AA,"Guardapolvo automático 100 cm aluminio, HERMEX",HERMEX,Cerrajería / Guardapolvos
43746,,POCZ-450,"Portacandado de acero galvanizado 4-1/2"", HERMEX",HERMEX,Cerrajería (accesorios)
44639,,BSO-1,"Bisagra tubular soldable de 1"", HERMEX",HERMEX,Cierrapuertas y bisagras
22518,,COR-60P,"Candado antipalanca 60 mm cuerpo de latón, HERMEX BASIC",HERMEX BASIC,Candados antipalanca | Candados de combinación
49889,,GUPO-100AB,"Guardapolvo automático 100 cm blanco, HERMEX",HERMEX,Cerrajería / Guardapolvos
43500,,CB-35,"Cerradura de barra libre con 2 llaves estándar, HERMEX",HERMEX,"Cerraduras de sobreponer<span class=""Torange"">|</span>Cerraduras de barra"
48970,,SC-01,"Sistema corredizo para riel superior ""JJ"" de clóset, HERMEX",HERMEX,Accesorios para clóset
43726,,PAL-37,"Pasador de barra plana 4"" acabado latón, HERMEX",HERMEX,Cerrajería (accesorios)
43740,,POCL-325,"Portacandado de acero latonado 3-1/4"", HERMEX",HERMEX,Cerrajería (accesorios)
43696,,PAS-56,"Pasador de barril 5"" de acero acabado negro, HERMEX",HERMEX,Cerrajería (accesorios)
43735,,POCL-250,"Portacandado de acero latonado 2-1/2"", HERMEX",HERMEX,Cerrajería (accesorios)
43069,,CALLA-60,"Caja con 60 ganchos para llaves, HERMEX",HERMEX,"Cajas de seguridad, para dinero y para llaves <span class=""Torange"">|</span> Duplicadoras"
43731,,POCZ-175,"Portacandado de acero galvanizado 1-3/4"", HERMEX",HERMEX,Cerrajería (accesorios)
43021,,CEP-11PJ,"Jaladera/perilla, Lugo llave-mariposa,Latón Brillante,HERMEX",HERMEX,Cerraduras para entrada principal
49890,,GUPO-90AN,"Guardapolvo automático 90 cm negro, HERMEX",HERMEX,Cerrajería / Guardapolvos
49888,,GUPO-90AB,"Guardapolvo automático 90 cm blanco, HERMEX",HERMEX,Cerrajería / Guardapolvos
45733,,PAS-23,"Pasador de barril de acero cromo 2"", HERMEX",HERMEX,Cerrajería (accesorios)
49883,,GUPO-90AA,"Guardapolvo automático 90 cm aluminio, HERMEX",HERMEX,Cerrajería / Guardapolvos
45732,,PAS-33,"Pasador de barril de acero cromo 3"", HERMEX",HERMEX,Cerrajería (accesorios)
43679,,NUCH-1,"Número 1 de latón sólido 4"", latón brillante, HERMEX",HERMEX,Cerrajería (accesorios)
45731,,PAS-43,"Pasador de barril de acero cromo 4"", HERMEX",HERMEX,Cerrajería (accesorios)
43995,,CEMA-24R,"Cerradura manija ""Módena"" p/recámara, níquel satinado,HERMEX",HERMEX,Cerraduras de manija
23513,,CL-20P,"Blíster con 2 candados de latón de 20mm, HERMEX BASIC",HERMEX BASIC,Candados de latón
44635,,BSO-3/8,"Bisagra tubular soldable de 3/8"", HERMEX",HERMEX,Cierrapuertas y bisagras
49093,,CD-26,"Cerrojo Digital tubular color negro, HERMEX",HERMEX,"Cerraduras de sobreponer<span class=""Torange"">|</span>Cerraduras de barra"
43370,,LLCANGA-M,"Llave magnética para candado CANGA-100, HERMEX",HERMEX,"Artículos para tienda / Ganchos, canastillas, gaveta, paneles, candados para gancho y llave magnética"
43745,,POCL-450,"Portacandado de acero latonado 4-1/2"", HERMEX",HERMEX,Cerrajería (accesorios)
